Commune,Niveau,Détails
La Haie-Fouassière (44690),Crise,zone : Bassin Affluents Sud Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Limouzinière (44310),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Limouzinière (44310),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
La Marne (44270),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Meilleraye-de-Bretagne (44520),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Meilleraye-de-Bretagne (44520),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Montagne (44620),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Plaine-sur-Mer (44770),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Planche (44140),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
La Regrippière (44330),Crise,zone : Bassin de la Sanguèze (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
La Remaudière (44430),Crise,zone : Bassin Affluents Sud Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Roche-Blanche (44522),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
La Turballe (44420),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Lavau-sur-Loire (44260),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Lavau-sur-Loire (44260),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Bignon (44140),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
Le Cellier (44850),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Cellier (44850),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Cellier (44850),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Croisic (44490),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
