Commune,Niveau,Détails
Plaintel (22940),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plancoët (22130),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plerneuf (22170),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleslin-Trigavou (22490),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plestan (22640),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plestin-les-Grèves (22310),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleubian (22610),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleudaniel (22740),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleudihen-sur-Rance (22690),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleumeur-Bodou (22560),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pleumeur-Gautier (22740),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plorec-sur-Arguenon (22130),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouaret (22420),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouasne (22830),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploubazlanec (22620),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploubezre (22300),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploufragan (22440),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plougonver (22810),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plougras (22780),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plougrescant (22820),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouguenast-Langast (22150),Crise,zone : Zone sud (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouguernével (22110),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouguiel (22220),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouha (22580),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouisy (22200),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploulec'h (22300),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploumagoar (22970),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploumilliau (22300),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plounérin (22780),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plounévez-Moëdec (22810),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plounévez-Quintin (22110),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plourac'h (22160),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plourhan (22410),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plourivo (22860),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouvara (22170),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouzélambre (22420),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouézec (22470),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouëc-du-Trieux (22260),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plouër-sur-Rance (22490),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Ploëzal (22260),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pludual (22290),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pluduno (22130),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plufur (22310),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plumaudan (22350),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plumaugat (22250),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plumieux (22210),Crise,zone : Zone sud (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plurien (22240),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plusquellec (22160),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plussulien (22320),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pluzunet (22140),Crise,zone : Zone ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pléboulle (22550),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plédran (22960),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plédéliac (22270),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pléguien (22290),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pléhédel (22290),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plélan-le-Petit (22980),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plélauff (22570),Crise,zone : Zone sud-ouest (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plélo (22170),Crise,zone : Zone centre (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plémet (22210),Crise,zone : Zone sud (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Plémy (22150),Crise,zone : Zone sud (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
Pléneuf-Val-André (22370),Crise,zone : Zone est (eaux superficielles)<br>arrêté valable du 10/08/2022 au 30/11/2022
